(Cantidad de reviews, Score, Titulo)
(68, 4.5, 'Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling', '086571231')
(68, 4.5, 'My American Journey', '0345407288')
(68, 4.5, 'The Man Who Was Thursday: A Nightmare', '0486251217')
(68, 4.5, 'Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling', '0865714487')
(68, 4.5, 'Flight of Passage : A Memoir', '0786883154')
(68, 4.5, '17 Lies That Are Holding You Back and the Truth That Will Set You Free', '1559275782')
(68, 4.5, "Crucible of War : The Seven Years' War and the Fate of Empire in British North America, 1754-1766 (Vintage)", '0375706364')
(68, 4.5, "Brunelleschi's Dome : How a Renaissance Genius Reinvented Architecture", '0142000159')
(68, 4.5, 'Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)', '0671024345')
(68, 4.5, "Brunelleschi's Dome : How a Renaissance Genius Reinvented Architecture", '0802713661')
(68, 4.5, "Turbulent Souls: A Catholic Son's Return to His Jewish Family", '0688151809')
(67, 4.5, 'Remember Me', '1568495897')
(67, 4.5, "Let Me Hear Your Voice : A Family's Triumph over Autism", '0449906647')
(67, 4.5, 'Not Even My Name : A True Story', '0312277016')
(67, 4.5, 'The Mysterious Island', '0679642366')
(67, 4.5, 'Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small', '0875420281')
(67, 4.5, 'Three Kingdoms: A Historical Novel', '0520215842')
(67, 4.5, 'My Bloody Life: The Making of a Latin King (Illinois)', '1556524277')
(67, 4.5, "Not Even My Name : From a Death March in Turkey to a New Home in America, a Young Girl's True Story of Genocide and Survival", '0312262116')
(67, 4.5, 'Remember Me', '0671867091')
(67, 4.5, 'The Concrete Blonde (Bookcassette(r) Edition)', '156100572')
(67, 4.5, 'REMEMBER ME', '0671887939')
(67, 4.5, 'My Bloody Life: The Making of a Latin King', '1556524013')
(67, 4.5, 'The Concrete Blonde (A Harry Bosch Novel)', '0312955006')
(67, 4.5, 'A Dangerous Fortune', '0440217490')
(67, 4.5, 'I Love You, Ronnie: The Letters of Ronald Reagan to Nancy Reagan', '0375760512')
(67, 4.5, 'Slaughterhouse: The Shocking Story of Greed, Neglect, and Inhumane Treatment Inside the U.S. Meat Industry', '1573921661')
(66, 4.5, 'Dominion: The Power of Man, the Suffering of Animals, and the Call to Mercy', '0312261470')
(66, 4.5, 'Mount Dragon', '0812564375')
(66, 4.5, 'I Love You, Ronnie', '0375505547')
(66, 4.5, 'Suburban Nation : The Rise of Sprawl and the Decline of the American Dream', '0865475571')
(66, 4.5, 'I DONT WANT TO TALK ABOUT IT : Overcoming the Secret Legacy of Male Depression', '0684831023')
(66, 4.5, 'A Bright Shining Lie : John Paul Vann and America in Vietnam', '0679724141')
(66, 4.5, 'Casino Royale: A James Bond Novel', '014200202')
(66, 4.5, 'Casino Royale', '0786119101')
(66, 4.5, 'RISING TIDE: THE GREAT MISSISSIPPI FLOOD OF 1927 AND HOW IT CHANGED AMERICA', '0684840022')
(66, 4.5, "Free, Perfect, and Now: Connecting to the Three Insatiable Customer Demands, A CEO's True Story", '068486312')
(66, 4.5, 'The Message of the Sphinx : A Quest for the Hidden Legacy of Mankind', '0517888521')
(66, 4.5, "Pit Bull : Lessons from Wall Street's Champion Day Trader", '0887309569')
(66, 4.5, 'Enigma', '0804115486')
(66, 4.5, 'I DONT WANT TO TALK ABOUT IT: OVERCOMING THE SECRET LEGACY OF MALE DEPRESSION', '0684835398')
(66, 4.5, 'Rising Tide : The Great Mississippi Flood of 1927 and How It Changed America', '0671576933')
(66, 4.5, 'Suburban Nation: The Rise of Sprawl and the Decline of the American Dream', '0865476063')
(65, 4.5, 'Patriots', '0671675621')
(65, 4.5, "Getting What You Came For : The Smart Student's Guide to Earning an M.A. or a Ph.D.", '0374524777')
(65, 4.5, 'High Crimes', '0688149626')
(65, 4.5, 'The Caine Mutiny: A Novel', '0316955108')
(65, 4.5, 'The Tibetan Book of Living and Dying: The Spiritual Classic & International Bestseller', '0062508342')
(65, 4.5, 'Raising Fences', '1573229113')
(65, 4.5, 'The Other Side of Ethel Mertz: The Life Story of Vivian Vance', '1879198266')
(65, 4.5, 'Hackers: Heroes of the Computer Revolution', '0141000511')
(65, 4.5, 'Exclusive', '0446604232')
(65, 4.5, 'Our Guys', '0375702695')
(65, 4.5, 'Cold Zero : Inside the FBI  Hostage Rescue Team', '0446611824')
(65, 4.5, 'Muscle : Confessions of an Unlikely Bodybuilder', '0380717638')
(65, 4.5, 'Alexander of Macedon 356-323 B.C.: A Historical Biography', '0520071662')
(65, 4.5, 'Patton : Genius for War, A', '0060927623')
(65, 4.5, 'Cold Zero: Inside the FBI Hostage Rescue Team', '0316601039')
(65, 4.5, 'My Dark Places', '0679762051')
(65, 4.5, 'High Crimes', '038072880')
(65, 4.5, 'About the Author : A Novel', '0060932171')
(65, 4.5, 'Cold Zero : Inside the FBI  Hostage Rescue Team', '1586211811')
(65, 4.5, 'Our Guys: The Glen Ridge Rape and the Secret Life of the Perfect Suburb (Research on Men and Masculinities Series)', '0520205960')
(65, 4.5, 'Cadillac Desert: The American West and Its Disappearing Water', '0140178244')
(65, 4.5, 'Rebel Without a Crew: Or How a 23-Year-Old Filmmaker With ', '0452271878')
(65, 4.5, "Raising Fences: A Black Man's Love Story", '1573221716')
(65, 4.5, "Raising Fences: A Black Man's Love Story (Today Show Book Club #4)", '1573223301')
(65, 4.5, 'The Other Side of Ethel Mertz : The Life Story of Vivian Vance', '0425176096')
(64, 4.5, 'Blue Latitudes CD : Boldly Going Where Captain Cook has Gone Before', '0060510609')
(64, 4.5, 'American Terrorist: Timothy McVeigh and the Oklahoma City Bombing', '0060394072')
(64, 4.5, 'Manufacturing Consent', '0679720340')
(64, 4.5, 'Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy & Awesome', '006019636')
(64, 4.5, 'About the Author: A Novel', '0060194170')
(64, 4.5, 'Danger in the Shadows', '1576739279')
(64, 4.5, 'Three Dog Nightmare : The Chuck Negron Story', '158063155')
(64, 4.5, 'Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before', '0805065415')
(64, 4.5, 'Black Cross (Nova Audio Books)', '1590861213')
(64, 4.5, 'Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy and Awesome', '0060957247')
(64, 4.5, 'Danger In The Shadows', '157673577')
(64, 4.5, 'Manufacturing Consent : The Political Economy of the Mass Media', '0375714499')
(64, 4.5, 'Blue Latitudes : Boldly Going Where Captain Cook has Gone Before', '069452350')
(64, 4.5, 'House of Secrets', '0786011858')
(64, 4.5, 'Bringing Out the Dead (Vintage Contemporaries)', '0375700293')
(64, 4.5, 'Black Cross', '0451185196')
(63, 4.5, 'The Patient', '0553580388')
(63, 4.5, 'How to Go to College Almost for Free', '0060937653')
(63, 4.5, 'Desert Flower : The Extraordinary Journey Of A Desert Nomad', '0688172377')
(63, 4.5, "A Treasury of Royal Scandals : The Shocking True Stories History's Wickedest Weirdest MostWanton Kings Queens", '0140280243')
(63, 4.5, 'Barbarians at the Gate: The Fall of RJR Nabisco', '0060920386')
(63, 4.5, 'Dreadnought', '0345375564')
(63, 4.5, 'Booked to Die (Cliff Janeway Novels (Paperback))', '0743410653')
(63, 4.5, 'The Patient (Random House Large Print)', '0375409777')
(63, 4.5, 'How To Go To College Almost For Free', '0933094302')
(63, 4.5, 'FOR THE ROSES', '067104611')
(63, 4.5, 'Saved by the Light', '0061008893')
(63, 4.5, 'The Discoverers', '0394402294')
(63, 4.5, 'The Last Sin Eater', '1886463204')
(62, 4.5, 'Narrative of the Life of Frederick Douglass (Dover Thrift Editions)', '0486284999')
(62, 4.5, 'The Metaphysical Club : A Story of Ideas in America', '0374199639')
(62, 4.5, 'The Discoverers', '0394726251')
(62, 4.5, "Albion's Seed: Four British Folkways in America (America)", '0195069056')
(62, 4.5, 'The Great Game: The Struggle for Empire in Central Asia (Kodansha Globe)', '1568360223')
(62, 4.5, 'Seven Years in Tibet', '0874778883')
(62, 4.5, 'The First Time', '0743407067')
(62, 4.5, 'Narrative of the Life of Frederick Douglass an American Slave : An American Slave', '0440222281')
(62, 4.5, 'Narrative of the Life of Frederick Douglass, An American Slave: Written by Himself', '0300088310')
(62, 4.5, 'Rain Fall', '0399149104')
(62, 4.5, 'Narrative of the Life of Frederick Douglass, An American Slave: Written by Himself', '0300087012')
(62, 4.5, 'Narrative of the Life of Frederick Douglass an American Slave (Bedford Books in American History)', '0312075316')
(62, 4.5, 'Faded Coat of Blue', '0787120065')
(62, 4.5, 'Narrative of the Life of Frederick Douglass, an American Slave', '0385007051')
(62, 4.5, 'Stop Pretending: What Happened When My Big Sister Went Crazy', '0064462188')
(62, 4.5, 'The Teammates', '140130057')
(62, 4.5, 'Faded Coat of Blue (Abel Jones Mysteries (Paperback))', '0380797399')
(62, 4.5, 'Hardball : How Politics Is Played Told By One Who Knows The Game', '0684845598')
(62, 4.5, 'Narrative of the Life of Frederick Douglass, An American Slave (Signet Classics (Paperback))', '0451526732')
(62, 4.5, 'Remote Control', '0345428064')
(62, 4.5, 'Skin Tight', '0449219410')
(62, 4.5, 'Red China Blues : My Long March From Mao to Now', '0385482329')
(62, 4.5, 'The Third Chimpanzee : The Evolution and Future of the Human Animal', '0060984031')
(62, 4.5, 'Skin Tight', '0446611514')
(62, 4.5, 'Narrative of the Life of Frederick Douglass, an American Slave (Penguin Classics)', '014039012')
(62, 4.5, 'The Metaphysical Club', '1565115414')
(62, 4.5, 'The Fist of God', '0553572423')
(62, 4.5, "Narrative of the Life of Frederick Douglass: An American Slave (Oxford World's Classics)", '0192832506')
(62, 4.5, 'The Metaphysical Club', '1565115422')
(62, 4.5, 'The Metaphysical Club: A Story of Ideas in America', '0374528497')
(62, 4.5, 'Letters to Philip', '0515090786')
(62, 4.5, "Good to Go : The Life And Times Of A Decorated Member Of The U.s. Navy's Elite Seal Team Two", '0380729660')
(62, 4.5, '1066: The Year of the Conquest', '0140058508')
(61, 4.5, 'The Book : On the Taboo Against Knowing Who You Are', '0679723005')
(61, 4.5, 'Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life (New World Library Audio)', '1577312392')
(61, 4.5, "Rod Machado's Private Pilot Handbook: The Ultimate Private Pilot Book", '0963122991')
(61, 4.5, 'Relativity cd (Listen to Genius)', '1565115112')
(61, 4.5, 'Women Who Love Too Much', '0671733419')
(61, 4.5, 'My War Gone By, I Miss It So', '0140298541')
(61, 4.5, 'Fatal Vision', '0451165667')
(61, 4.5, 'The History of Western Philosophy', '0671201581')
(61, 4.5, 'My War Gone By, I Miss It So', '0871137690')
(61, 4.5, "The Shadow University: The Betrayal Of Liberty On America's Campuses", '0060977728')
(61, 4.5, "The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency", '037542217')
(60, 4.5, "Ava's Man (Random House Large Print)", '0375431209')
(60, 4.5, 'The 100: A Ranking of the Most Influential Persons in History', '0806513500')
(60, 4.5, "Ava's Man", '0375418903')
(60, 4.5, 'Summer of Fear (Laurel Leaf Books)', '044098324')
(60, 4.5, 'Five in a Row (Volume II)', '1888659017')
(60, 4.5, 'Within Reach: My Everest Story', '0525460896')
(60, 4.5, 'A Mind at a Time', '0743202236')
(60, 4.5, 'Deliverance', '038531387')
(60, 4.5, 'A Mind at a Time', '0743202228')
(60, 4.5, 'Sam Walton : Made In America', '0553562835')
(60, 4.5, 'The Republic (Dover Thrift Editions)', '0486411214')
(60, 4.5, "Ava's Man", '037541889')
(60, 4.5, "Republic (Oxford World's Classics)", '0192833707')
(60, 4.5, "Stalin : The First In-depth Biography Based on Explosive New Documents from Russia'sSecret Archives", '0385479549')
(60, 4.5, "Michelangelo and the Pope's Ceiling", '0802713955')
(60, 4.5, 'Five in a Row (Five in a Row)', '1888659009')
(60, 4.5, 'The Republic (Everyman Paperback Classics)', '0460873822')
(60, 4.5, 'The Republic (Penguin Classics)', '0140440488')
(60, 4.5, 'Plato: The Republic : Books Vi-X (Loeb Classical Library)', '0674993047')
(60, 4.5, 'Anna of Byzantium', '0385326262')
(60, 4.5, 'Under the Black Flag: The Romance and the Reality of Life among the Pirates', '0156005492')
(60, 4.5, 'How I Play Golf (Cassette and Instructional Booklet)', '1586211862')
(60, 4.5, 'The Republic', '0393314677')
(60, 4.5, 'Dove', '0060920475')
(60, 4.5, 'Plato: The Republic (Cambridge Texts in the History of Political Thought)', '052148443')
(60, 4.5, 'A Mind At A Time', '074352778')
(60, 4.5, 'INSIDE THE THIRD REICH', '0684829495')
(60, 4.5, 'A Mind At A Time', '0743527798')
(60, 4.5, "Ava's Man", '0375724443')
(60, 4.5, 'Plato: The Republic ', '0674992628')
(60, 4.5, 'Within Reach : My Everest Story (Nonfiction)', '0141304979')
(60, 4.5, 'Under the Blood-Red Sun', '0785781188')
(60, 4.5, 'Five in a Row (Five in a Row)', '1888659025')
(60, 4.5, 'Plato: Republic', '0872201368')
(60, 4.5, "Ava's Man", '0375410627')
(59, 4.5, 'Weep No More, My Lady', '0671025589')
(59, 4.5, 'Last of the Breed', '0553280422')
(59, 4.5, "The Republic (Everyman's Library (Cloth))", '0679413308')
(59, 4.5, 'A Trip to the Beach : Living on Island Time in the Caribbean', '060980748')
(59, 4.5, 'Primal Fear', '0345388771')
(59, 4.5, 'Son of a Grifter: The Twisted Tale of Sante and Kenny Kimes, the Most Notorious Con Artists in America', '0061031690')
(59, 4.5, 'Eyes of Prey', '0425132048')
(59, 4.5, 'The Boys of My Youth', '0316085251')
(59, 4.5, 'Mila 18', '0553241605')
(59, 4.5, 'Republic (Great Books in Philosophy)', '0879753455')
(59, 4.5, 'The Visual Display of Quantitative Information', '096139210')
(59, 4.5, 'Son of a Grifter: The Twisted Tale of Sante and Kenny Kimes, the Most Notorious Con Artists in America: A Memoir by the Other Son', '0060188650')
(59, 4.5, 'Before Women Had Wings', '0804118906')
(59, 4.5, 'The Odessa File', '0553271989')
(59, 4.5, "Deadly Alliance: The FBI's Secret Partnership With the Mob", '0380811936')
(59, 4.5, 'The Visual Display of Quantitative Information', '0961392142')
(59, 4.5, 'WEEP NO MORE MY LADY', '0671657348')
(59, 4.5, 'Last of the Breed', '0833508024')
(59, 4.5, 'DEN OF THIEVES', '067179227')
(59, 4.5, 'And the Sea Will Tell', '0804109176')
(58, 4.5, "A Is for Admission : The Insider's Guide to Getting into the Ivy League and Other Top Colleges", '0446674060')
(58, 4.5, "There's a Spiritual Solution to Every Problem", '0694524263')
(58, 4.5, "Nathan's Run", '0446604682')
(58, 4.5, 'The WHOLE SHEBANG : A STATE OF THE UNIVERSE S REPORT', '0684810204')
(58, 4.5, 'Spilling Open: The Art of Self-Discovery', '1577310446')
(58, 4.5, 'Autobiography: The Story of My Experiments With Truth', '0486245934')
(58, 4.5, 'Autobiography of a Face', '0613124723')
(58, 4.5, 'Autobiography of a Face', '006097673')
(58, 4.5, 'Audrey Style', '0060193298')
(58, 4.5, "There's A Spiritual Solution to Every Problem CD", '0694525634')
(58, 4.5, 'Autobiography of a Face', '0060569662')
(58, 4.5, 'Hitler: 1889-1936 Hubris', '0393320359')
(58, 4.5, 'Flight My Life in Mission Control', '0452283043')
(58, 4.5, "Use What You've Got, and Other Business Lessons I Learned from My Mom", '1591840023')
(58, 4.5, 'The Triumph of the Moon: A History of Modern Pagan Witchcraft', '0192854496')
(58, 4.5, 'Valentine', '0451409787')
(58, 4.5, 'Hitler: 1889-1936 Hubris', '0393046710')
(58, 4.5, 'There Is A Spiritual Solution To Every Problem', '1561708127')
(58, 4.5, 'Flight: My Life in Mission Control', '0525945717')
(58, 4.5, 'The Triumph of the Moon: A History of Modern Pagan Witchcraft', '0198207441')
(58, 4.5, 'Harm None: A Rowan Gant Investigation', '0967822106')
(57, 4.5, 'Beyond Good and Evil: Prelude to a Philosophy of the Future (Penguin Classics)', '0140445137')
(57, 4.5, 'Barefoot Heart: Stories of a Migrant Child', '0927534819')
(57, 4.5, 'Dangerous Kiss : A Lucky Santangelo Novel', '0671581996')
(57, 4.5, 'Beyond Good and Evil : Prelude to a Philosophy of the Future (Dover Thrift Editions)', '048629868')
(57, 4.5, 'Thing of Beauty', '0671701053')
(57, 4.5, 'Declare', '0380798360')
(57, 4.5, 'Thunderland: A Novel of Suspense', '0966859189')
(57, 4.5, 'What You Wanna Know: Backstreet Boys Secrets Only a Girlfriend Can Tell', '0312261144')
(57, 4.5, "IBM and the Holocaust: The Strategic Alliance between Nazi Germany and America's Most Powerful Corporation", '0609607995')
(57, 4.5, 'Nietzsche: Beyond Good and Evil (Cambridge Texts in the History of Philosophy)', '0521770785')
(57, 4.5, 'Temptations, Updated', '0815412185')
(57, 4.5, 'Anonymous Rex : A Detective Story', '0375503269')
(57, 4.5, 'Barefoot Heart: Stories of a Migrant Child', '0753196247')
(57, 4.5, "IBM and the Holocaust : The Strategic Alliance Between Nazi Germany and America's Most PowerfulCorporation", '0609808990')
(57, 4.5, 'Beyond Good & Evil : Prelude to a Philosophy of the Future (Vintage)', '0679724656')
(57, 4.5, "Bones of the Master : A Buddhist Monk's Search for the Lost Heart of China", '0553106503')
(57, 4.5, 'The List of 7', '0380720191')
(57, 4.5, 'Declare : A Novel', '0380976528')
(57, 4.5, 'Anonymous Rex: A Detective Story', '0425178218')
(57, 4.5, 'Isaac Newton', '0375422331')
(57, 4.5, 'Thunderland', '0758202466')
(57, 4.5, 'Bones of the Master : A Journey to Secret Mongolia', '0553379089')
(57, 4.5, "IBM and the Holocaust: The Strategic Alliance between Nazi Germany and America's Most Powerful Corporation ", '0375431241')
(57, 4.5, 'Getting the Love You Want', '0394581989')
(57, 4.5, 'Prime Obsession: Bernhard Riemann and the Greatest Unsolved Problem in Mathematics', '0309085497')
(57, 4.5, 'North to the Night: A Year in the Arctic Ice', '0070580529')
(57, 4.5, "Beyond Good and Evil: Prelude to a Philosophy of the Future (Oxford World's Classics)", '0192832638')
(56, 4.5, 'Fear and Loathing: On the Campaign Trail', '0446313645')
(56, 4.5, 'Proficient Motorcycling: The Ultimate Guide to Riding Well', '1889540536')
(56, 4.5, 'Gandhi An Autobiography:  The Story of My Experiments With Truth', '0807059099')
(56, 4.5, 'Special Agent : My Life on the Front Lines as a Woman in the FBI', '0375416471')
(56, 4.5, 'The Last Days of Marilyn Monroe', '0688162886')
(56, 4.5, 'Communion with God CD', '1565114108')
(56, 4.5, 'Precious Angels: A True Story of Two Slain Children and a Mother Convicted of Murder (Onyx True Crime, Je 853)', '0451408535')
(56, 4.5, "Le Morte D'Arthur: Complete Unabridged, New Illustrated Edition", '0304353671')
